,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
32341,32342,2016,11,7,13,9.0,9.0,2.0,19.0,300.0,42.0,11.2,1020.8,-6.2,0.0,2.6,NNW
32342,32343,2016,11,7,14,11.0,11.0,2.0,16.0,300.0,46.0,12.0,1020.6,-6.0,0.0,2.6,NNW
32343,32344,2016,11,7,15,6.0,7.0,2.0,16.0,300.0,43.0,12.1,1020.8,-6.4,0.0,3.75,WNW
32345,32346,2016,11,7,17,5.0,13.0,5.0,11.0,400.0,39.0,9.1,1022.2,-6.4,0.0,1.9,N
32346,32347,2016,11,7,18,13.0,13.0,6.0,24.0,600.0,34.0,8.7,1023.1,-7.5,0.0,3.0,NW
32347,32348,2016,11,7,19,15.0,15.0,6.0,20.0,600.0,38.0,8.4,1024.0,-8.2,0.0,3.2,NNW
32348,32349,2016,11,7,20,17.0,17.0,7.0,19.0,600.0,41.0,7.7,1024.8,-8.8,0.0,2.9,NNW
32349,32350,2016,11,7,21,15.0,19.0,6.0,20.0,600.0,35.0,6.9,1025.2,-8.7,0.0,2.5,NNW
32350,32351,2016,11,7,22,15.0,15.0,7.0,13.0,600.0,44.0,6.4,1025.3,-9.1,0.0,1.9,NNW
32351,32352,2016,11,7,23,9.0,15.0,7.0,21.0,700.0,33.0,3.4,1025.4,-7.7,0.0,0.6,WNW
32352,32353,2016,11,8,0,20.0,31.0,6.0,37.0,1200.0,17.0,3.4,1025.3,-7.4,0.0,1.6,N
32353,32354,2016,11,8,1,22.0,22.0,6.0,22.0,700.0,28.0,2.1,1025.4,-7.0,0.0,0.9,NE
32354,32355,2016,11,8,2,11.0,11.0,6.0,11.0,600.0,35.0,2.9,1025.5,-7.3,0.0,1.0,NE
32355,32356,2016,11,8,3,13.0,13.0,5.0,18.0,600.0,28.0,3.2,1025.3,-7.0,0.0,1.2,N
32356,32357,2016,11,8,4,18.0,18.0,6.0,19.0,700.0,26.0,4.0,1025.4,-7.2,0.0,1.9,NNE
32357,32358,2016,11,8,5,6.0,15.0,6.0,19.0,700.0,25.0,3.5,1025.5,-7.3,0.0,1.6,N
32358,32359,2016,11,8,6,6.0,9.0,7.0,25.0,700.0,22.0,3.1,1025.6,-7.4,0.0,1.7,NNW
32359,32360,2016,11,8,7,15.0,19.0,8.0,36.0,800.0,13.0,2.4,1025.8,-7.5,0.0,1.5,NNW
32361,32362,2016,11,8,9,44.0,89.0,15.0,58.0,1800.0,5.0,7.0,1026.4,-6.7,0.0,0.7,SE
32362,32363,2016,11,8,10,43.0,109.0,16.0,66.0,1600.0,2.0,7.1,1026.1,-6.3,0.0,2.3,SSE
32363,32364,2016,11,8,11,51.0,79.0,14.0,64.0,1400.0,6.0,8.6,1025.6,-6.4,0.0,2.4,ESE
32364,32365,2016,11,8,12,21.0,45.0,12.0,48.0,900.0,17.0,9.7,1024.4,-7.1,0.0,2.5,ESE
32365,32366,2016,11,8,13,24.0,32.0,11.0,39.0,700.0,28.0,10.6,1023.1,-6.7,0.0,2.5,SSE
32366,32367,2016,11,8,14,26.0,37.0,9.0,32.0,600.0,36.0,10.9,1022.3,-6.5,0.0,3.2,SSE
32367,32368,2016,11,8,15,36.0,45.0,12.0,34.0,600.0,39.0,11.0,1022.1,-6.4,0.0,2.3,ESE
32368,32369,2016,11,8,16,26.0,58.0,16.0,36.0,700.0,42.0,10.8,1022.2,-6.1,0.0,2.3,ESE
32369,32370,2016,11,8,17,28.0,67.0,12.0,45.0,800.0,33.0,9.7,1022.5,-5.8,0.0,1.3,ESE
32370,32371,2016,11,8,18,52.0,88.0,7.0,67.0,1100.0,10.0,8.0,1023.2,-4.8,0.0,1.0,ENE
32371,32372,2016,11,8,19,58.0,102.0,9.0,80.0,1500.0,2.0,5.9,1023.8,-4.9,0.0,0.8,NNW
32372,32373,2016,11,8,20,56.0,88.0,8.0,63.0,1300.0,5.0,4.9,1024.2,-4.4,0.0,0.8,N
32373,32374,2016,11,8,21,56.0,80.0,7.0,56.0,1300.0,7.0,4.5,1024.6,-4.3,0.0,1.0,ENE
32374,32375,2016,11,8,22,51.0,63.0,7.0,43.0,1100.0,14.0,3.4,1024.8,-4.6,0.0,0.9,NW
32375,32376,2016,11,8,23,54.0,64.0,7.0,44.0,1100.0,11.0,3.1,1024.8,-4.4,0.0,1.2,NNW
32376,32377,2016,11,9,0,66.0,100.0,8.0,59.0,1900.0,2.0,2.3,1024.9,-4.0,0.0,2.0,N
32377,32378,2016,11,9,1,56.0,61.0,6.0,44.0,1500.0,2.0,1.3,1024.6,-4.0,0.0,0.6,WNW
32378,32379,2016,11,9,2,39.0,57.0,16.0,24.0,900.0,2.0,0.6,1024.5,-4.1,0.0,1.0,NW
32379,32380,2016,11,9,3,49.0,63.0,4.0,29.0,900.0,2.0,0.6,1024.1,-4.1,0.0,1.1,N
32380,32381,2016,11,9,4,53.0,64.0,3.0,34.0,600.0,2.0,0.3,1023.7,-4.0,0.0,1.6,NNW
32381,32382,2016,11,9,5,55.0,59.0,2.0,41.0,700.0,2.0,0.1,1023.4,-4.0,0.0,1.2,N
32382,32383,2016,11,9,6,55.0,66.0,2.0,42.0,900.0,2.0,-0.7,1023.6,-3.9,0.0,0.8,NW
32383,32384,2016,11,9,7,59.0,81.0,2.0,47.0,1400.0,2.0,-0.7,1023.8,-3.7,0.0,0.9,NNW
32384,32385,2016,11,9,8,85.0,130.0,4.0,56.0,2150.0,2.0,0.0,1023.8,-3.6,0.0,2.2,N
32385,32386,2016,11,9,9,87.0,136.0,11.0,59.0,2150.0,2.0,1.9,1023.5,-3.0,0.0,1.6,NNW
32416,32417,2016,11,10,16,23.0,80.0,5.0,35.0,500.0,37.0,11.1,1001.8,-3.8,0.0,3.1,WNW
32417,32418,2016,11,10,17,26.0,26.0,5.0,45.0,600.0,30.0,10.2,1002.6,-7.5,0.0,3.6,WNW
32418,32419,2016,11,10,18,20.0,37.0,7.0,52.0,600.0,23.0,9.7,1003.6,-7.5,0.0,3.75,WNW
32419,32420,2016,11,10,19,28.0,31.0,8.0,52.0,600.0,23.0,9.2,1004.4,-9.3,0.0,3.6,W
32420,32421,2016,11,10,20,24.0,34.0,7.0,51.0,600.0,21.0,8.1,1004.9,-9.4,0.0,1.3,WNW
32421,32422,2016,11,10,21,26.0,62.0,10.0,69.0,900.0,7.0,6.9,1005.1,-8.3,0.0,1.2,SW
32422,32423,2016,11,10,22,46.0,80.0,8.0,75.0,1100.0,2.0,5.6,1005.1,-7.6,0.0,1.6,W
32423,32424,2016,11,10,23,40.0,60.0,12.0,72.0,1200.0,2.0,4.3,1005.1,-7.2,0.0,1.0,WSW
32424,32425,2016,11,11,0,44.0,74.0,9.0,74.0,1500.0,2.0,2.6,1005.1,-6.5,0.0,1.2,NNW
32425,32426,2016,11,11,1,37.0,51.0,6.0,51.0,1600.0,3.0,2.9,1005.2,-7.3,0.0,1.9,N
32426,32427,2016,11,11,2,18.0,37.0,21.0,25.0,600.0,4.0,1.8,1005.4,-7.0,0.0,1.1,NW
32427,32428,2016,11,11,3,27.0,55.0,7.0,31.0,1000.0,2.0,1.7,1005.3,-6.9,0.0,1.1,NW
32428,32429,2016,11,11,4,30.0,76.0,4.0,40.0,800.0,2.0,2.3,1005.5,-4.9,0.0,1.8,E
32429,32430,2016,11,11,5,76.0,147.0,4.0,62.0,1500.0,2.0,2.2,1005.4,-6.2,0.0,2.3,N
32430,32431,2016,11,11,6,57.0,86.0,8.0,64.0,1800.0,2.0,2.7,1005.5,-5.2,0.0,0.7,NW
32431,32432,2016,11,11,7,35.0,56.0,7.0,55.0,1300.0,2.0,2.5,1005.6,-4.9,0.0,0.7,WNW
32433,32434,2016,11,11,9,82.0,159.0,13.0,70.0,2150.0,2.0,4.0,1006.2,-5.5,0.0,0.9,NW
32434,32435,2016,11,11,10,95.0,161.0,17.0,80.0,2150.0,2.0,5.0,1006.1,-2.8,0.0,0.7,SW
32435,32436,2016,11,11,11,103.0,215.5,17.0,88.0,2150.0,2.0,6.3,1005.8,-3.6,0.0,0.7,NW
32436,32437,2016,11,11,12,97.0,176.0,15.0,85.0,1900.0,2.0,8.6,1005.0,-4.3,0.0,1.6,ESE
32437,32438,2016,11,11,13,75.0,127.0,13.0,62.0,1100.0,13.0,10.4,1004.0,-7.4,0.0,1.0,S
32438,32439,2016,11,11,14,25.0,29.0,5.0,27.0,500.0,39.0,11.2,1003.5,-9.2,0.0,1.6,ESE
32439,32440,2016,11,11,15,33.0,78.0,5.0,25.0,400.0,44.0,11.3,1003.4,-6.1,0.0,1.1,ESE
32440,32441,2016,11,11,16,42.0,81.0,7.0,26.0,400.0,46.0,10.5,1003.5,-7.3,0.0,1.3,SE
32441,32442,2016,11,11,17,22.0,81.0,6.0,33.0,500.0,40.0,9.4,1003.9,-6.9,0.0,0.7,SSE
32442,32443,2016,11,11,18,20.0,98.0,3.0,48.0,700.0,22.0,7.1,1005.0,-5.0,0.0,1.5,NNW
32443,32444,2016,11,11,19,92.0,165.0,10.0,88.0,2150.0,4.0,5.6,1005.8,-4.3,0.0,0.9,N
32444,32445,2016,11,11,20,60.0,125.0,8.0,62.0,1100.0,5.0,5.0,1006.5,-3.8,0.0,1.8,NNW
32445,32446,2016,11,11,21,58.0,97.0,6.0,52.0,900.0,9.0,4.3,1007.2,-3.5,0.0,1.0,N
32446,32447,2016,11,11,22,63.0,114.0,6.0,63.0,1700.0,4.0,3.3,1008.1,-3.3,0.0,1.7,NW
32447,32448,2016,11,11,23,81.0,148.0,6.0,68.0,2150.0,2.0,3.0,1008.3,-3.4,0.0,1.4,N
32448,32449,2016,11,12,0,56.0,90.0,6.0,38.0,1100.0,16.0,3.1,1008.6,-3.3,0.0,0.7,N
32449,32450,2016,11,12,1,57.0,107.0,5.0,48.0,1500.0,11.0,2.7,1008.9,-3.2,0.0,2.0,NNW
32450,32451,2016,11,12,2,71.0,122.0,4.0,60.0,1800.0,2.0,1.7,1009.4,-2.8,0.0,0.8,N
32452,32453,2016,11,12,4,62.0,84.0,9.0,64.0,2150.0,2.0,3.9,1009.3,-4.3,0.0,2.1,NNW
32457,32458,2016,11,12,9,93.0,163.0,16.0,64.0,2150.0,2.0,5.0,1012.5,-1.3,0.0,1.5,NNW
32458,32459,2016,11,12,10,70.0,105.0,17.0,64.0,1700.0,3.0,7.6,1012.6,-2.7,0.0,1.0,SSW
32459,32460,2016,11,12,11,77.0,97.0,14.0,66.0,1500.0,4.0,8.7,1012.3,-2.9,0.0,0.9,WNW
32460,32461,2016,11,12,12,68.0,126.0,15.0,62.0,1400.0,10.0,11.0,1011.2,-1.1,0.0,1.0,SSE
32461,32462,2016,11,12,13,84.0,145.0,16.0,59.0,1300.0,18.0,11.6,1010.5,-0.6,0.0,1.7,ESE
32462,32463,2016,11,12,14,71.0,105.0,15.0,57.0,1200.0,26.0,11.9,1009.7,-1.3,0.0,2.0,E
32463,32464,2016,11,12,15,79.0,141.0,18.0,74.0,1300.0,18.0,12.2,1009.7,0.3,0.0,2.0,ESE
32464,32465,2016,11,12,16,83.0,152.0,15.0,90.0,1500.0,14.0,12.0,1009.8,0.4,0.0,1.9,ESE
32465,32466,2016,11,12,17,87.0,162.0,13.0,90.0,1600.0,14.0,11.0,1010.0,1.2,0.0,1.7,ESE
32466,32467,2016,11,12,18,98.0,163.0,7.0,101.0,1800.0,2.0,9.7,1010.3,1.3,0.0,1.5,E
32467,32468,2016,11,12,19,117.0,190.0,8.0,101.0,2100.0,2.0,9.1,1010.5,1.5,0.0,1.4,E
32468,32469,2016,11,12,20,111.0,173.0,6.0,101.0,1900.0,2.0,8.9,1011.0,0.8,0.0,1.2,E
32469,32470,2016,11,12,21,93.0,157.0,12.0,89.0,1800.0,2.0,8.9,1011.2,2.2,0.0,1.8,E
32470,32471,2016,11,12,22,88.0,168.0,10.0,81.0,1800.0,2.0,8.7,1011.4,3.7,0.0,1.8,ESE
32471,32472,2016,11,12,23,74.0,146.0,9.0,75.0,1500.0,2.0,8.6,1011.7,4.6,0.0,2.5,ESE
32472,32473,2016,11,13,0,64.0,103.0,7.0,68.0,1300.0,2.0,8.4,1011.7,4.6,0.0,2.6,ESE
32473,32474,2016,11,13,1,49.0,68.0,6.0,50.0,1500.0,2.0,8.1,1011.7,4.3,0.0,2.5,ESE
32474,32475,2016,11,13,2,52.0,55.0,16.0,31.0,800.0,2.0,7.8,1011.6,3.8,0.0,3.1,ESE
32475,32476,2016,11,13,3,52.0,57.0,5.0,28.0,700.0,2.0,7.6,1011.3,3.4,0.0,2.6,ESE
32476,32477,2016,11,13,4,51.0,54.0,4.0,34.0,600.0,3.0,7.4,1010.7,3.3,0.0,2.7,ESE
32477,32478,2016,11,13,5,50.0,60.0,3.0,53.0,800.0,3.0,7.0,1010.3,3.4,0.0,1.8,ESE
32478,32479,2016,11,13,6,51.0,72.0,4.0,58.0,1300.0,2.0,6.6,1010.3,4.1,0.0,1.2,NNW
32479,32480,2016,11,13,7,53.0,63.0,4.0,60.0,1300.0,2.0,6.9,1010.3,4.0,0.0,1.2,E
32480,32481,2016,11,13,8,61.0,87.0,5.0,61.0,1500.0,2.0,6.9,1010.5,4.2,0.0,0.9,N
32481,32482,2016,11,13,9,60.0,122.0,6.0,58.0,1600.0,2.0,7.1,1010.4,4.4,0.0,0.6,NW
32482,32483,2016,11,13,10,64.0,141.0,8.0,59.0,1800.0,2.0,7.7,1009.9,4.5,0.0,1.1,NNE
32483,32484,2016,11,13,11,74.0,154.0,10.0,56.0,1800.0,4.0,7.9,1009.2,4.5,0.0,0.7,ESE
32484,32485,2016,11,13,12,80.0,147.0,10.0,57.0,1800.0,4.0,8.3,1007.9,4.5,0.0,0.7,WSW
32485,32486,2016,11,13,13,85.0,148.0,10.0,60.0,1800.0,5.0,8.6,1006.8,4.4,0.0,0.5,SSE
32486,32487,2016,11,13,14,92.0,157.0,11.0,60.0,1800.0,5.0,9.0,1006.4,4.8,0.0,0.7,E
32487,32488,2016,11,13,15,100.0,150.0,10.0,69.0,2000.0,2.0,8.9,1005.6,4.9,0.0,1.7,ESE
32488,32489,2016,11,13,16,101.0,149.0,9.0,74.0,2000.0,2.0,8.9,1005.3,4.7,0.0,1.0,ESE
32489,32490,2016,11,13,17,102.0,164.0,8.0,75.0,2100.0,2.0,8.8,1005.3,4.8,0.0,1.1,E
32490,32491,2016,11,13,18,104.0,166.0,8.0,76.0,2100.0,2.0,8.6,1005.6,4.8,0.0,1.0,NNW
32491,32492,2016,11,13,19,119.0,168.0,7.0,80.0,2150.0,2.0,8.5,1005.8,4.7,0.0,0.6,WNW
32496,32497,2016,11,14,0,125.0,139.0,2.0,59.0,2150.0,2.0,4.3,1007.6,2.6,0.0,1.6,NNW
32497,32498,2016,11,14,1,119.0,132.0,2.0,52.0,2150.0,2.0,3.6,1008.1,2.3,0.0,1.4,N
32498,32499,2016,11,14,2,126.0,132.0,3.0,46.0,2150.0,2.0,4.5,1008.7,3.0,0.0,1.2,NE
32499,32500,2016,11,14,3,102.0,125.0,2.0,46.0,2150.0,2.0,3.4,1009.0,2.4,0.0,0.8,N
32502,32503,2016,11,14,6,73.0,124.0,2.0,62.0,2000.0,2.0,5.5,1010.8,-3.9,0.0,0.7,ESE
32503,32504,2016,11,14,7,45.0,45.0,4.0,53.0,800.0,10.0,6.1,1012.5,-9.8,0.0,1.6,NNE
32504,32505,2016,11,14,8,27.0,42.0,7.0,42.0,800.0,21.0,7.3,1013.1,-12.0,0.0,1.9,NW
32505,32506,2016,11,14,9,10.0,62.0,7.0,32.0,700.0,29.0,9.9,1013.7,-14.1,0.0,3.75,NW
32507,32508,2016,11,14,11,17.0,85.0,5.0,29.0,600.0,35.0,11.2,1014.2,-14.5,0.0,3.75,WNW
32512,32513,2016,11,14,16,4.0,34.0,4.0,27.0,400.0,43.0,12.3,1014.1,-17.4,0.0,3.5,WNW
32514,32515,2016,11,14,18,4.0,6.0,4.0,26.0,900.0,38.0,8.3,1015.6,-16.9,0.0,1.6,NNE
32515,32516,2016,11,14,19,12.0,60.0,6.0,29.0,800.0,41.0,7.5,1016.2,-16.0,0.0,2.2,N
32516,32517,2016,11,14,20,9.0,40.0,2.0,20.0,500.0,46.0,7.2,1016.8,-17.0,0.0,1.2,NNE
32517,32518,2016,11,14,21,15.0,35.0,4.0,25.0,600.0,38.0,6.9,1017.2,-17.3,0.0,1.8,NNE
32518,32519,2016,11,14,22,7.0,36.0,3.0,24.0,600.0,30.0,4.6,1017.8,-13.8,0.0,0.8,N
32519,32520,2016,11,14,23,6.0,22.0,3.0,15.0,600.0,38.0,5.8,1018.0,-16.8,0.0,2.4,NE
32520,32521,2016,11,15,0,10.0,24.0,5.0,23.0,600.0,30.0,3.8,1018.5,-12.6,0.0,1.8,S
32521,32522,2016,11,15,1,29.0,50.0,3.0,33.0,900.0,7.0,1.5,1019.1,-11.0,0.0,1.6,NW
32522,32523,2016,11,15,2,74.0,113.0,27.0,31.0,1900.0,2.0,0.4,1019.5,-10.2,0.0,1.1,NW
32523,32524,2016,11,15,3,55.0,100.0,11.0,29.0,1600.0,2.0,0.0,1019.5,-11.1,0.0,1.3,NNW
32524,32525,2016,11,15,4,33.0,65.0,6.0,34.0,800.0,2.0,-0.3,1019.3,-11.4,0.0,0.9,N
32525,32526,2016,11,15,5,17.0,30.0,5.0,40.0,800.0,2.0,-0.5,1019.0,-11.3,0.0,0.8,ENE
32526,32527,2016,11,15,6,11.0,27.0,5.0,29.0,800.0,9.0,-0.2,1018.6,-11.6,0.0,0.9,ENE
32527,32528,2016,11,15,7,16.0,33.0,4.0,31.0,800.0,8.0,-0.6,1018.8,-11.1,0.0,1.1,N
32528,32529,2016,11,15,8,25.0,61.0,5.0,30.0,900.0,8.0,1.1,1019.4,-10.4,0.0,0.7,SE
32529,32530,2016,11,15,9,27.0,88.0,9.0,42.0,1300.0,3.0,2.9,1019.9,-8.5,0.0,1.1,WSW
32530,32531,2016,11,15,10,80.0,143.0,29.5,68.0,2150.0,2.0,4.7,1019.6,-9.9,0.0,1.0,SSW
32532,32533,2016,11,15,12,31.0,57.0,13.0,33.0,700.0,22.0,7.6,1017.1,-11.7,0.0,2.2,SE
32533,32534,2016,11,15,13,35.0,59.0,19.0,47.0,1000.0,16.0,8.1,1016.0,-10.3,0.0,2.1,ESE
32534,32535,2016,11,15,14,45.0,74.0,21.0,55.0,1300.0,15.0,9.1,1015.3,-11.0,0.0,2.3,ESE
32536,32537,2016,11,15,16,43.0,68.0,21.0,61.0,1300.0,21.0,9.1,1013.8,-11.0,0.0,2.7,ESE
32537,32538,2016,11,15,17,47.0,82.0,21.0,73.0,1400.0,11.0,8.1,1013.6,-9.4,0.0,1.9,E
32538,32539,2016,11,15,18,62.0,108.0,15.0,88.0,1600.0,2.0,6.8,1013.6,-8.4,0.0,1.2,ENE
32539,32540,2016,11,15,19,67.0,112.0,14.0,88.0,1800.0,2.0,5.2,1013.5,-7.7,0.0,0.9,ENE
32540,32541,2016,11,15,20,67.0,100.0,12.0,79.0,1700.0,2.0,4.6,1013.3,-7.9,0.0,0.7,E
32541,32542,2016,11,15,21,63.0,88.0,11.0,75.0,1800.0,2.0,3.3,1013.5,-7.8,0.0,1.2,NW
32542,32543,2016,11,15,22,68.0,96.0,17.0,79.0,2150.0,2.0,2.9,1013.8,-7.6,0.0,1.0,NNW
32545,32546,2016,11,16,1,70.0,101.0,13.0,76.0,2000.0,2.0,2.0,1012.9,-5.4,0.0,0.8,N
32546,32547,2016,11,16,2,57.0,80.0,7.0,69.0,1800.0,2.0,0.9,1012.5,-4.5,0.0,1.1,NNW
32547,32548,2016,11,16,3,66.0,85.0,7.0,72.0,2150.0,2.0,1.5,1012.2,-3.8,0.0,0.7,NNE
32548,32549,2016,11,16,4,64.0,82.0,6.0,60.0,1600.0,2.0,1.9,1011.6,-3.4,0.0,1.0,NNW
32549,32550,2016,11,16,5,66.0,86.0,5.0,60.0,1500.0,2.0,1.3,1011.2,-3.0,0.0,1.6,NNW
32550,32551,2016,11,16,6,69.0,89.0,5.0,63.0,1600.0,2.0,0.8,1011.3,-3.1,0.0,0.7,NNE
32551,32552,2016,11,16,7,76.0,95.0,5.0,65.0,1700.0,2.0,0.4,1011.4,-2.8,0.0,1.8,NNW
32552,32553,2016,11,16,8,82.0,113.0,8.0,70.0,2150.0,2.0,1.2,1011.9,-3.5,0.0,1.0,WSW
32553,32554,2016,11,16,9,86.0,141.0,20.0,73.0,2150.0,2.0,3.4,1012.2,-3.0,0.0,1.0,WNW
32554,32555,2016,11,16,10,79.0,126.0,29.0,73.0,2150.0,3.0,7.4,1012.0,-5.0,0.0,0.6,WSW
32555,32556,2016,11,16,11,87.0,132.0,29.5,76.0,2150.0,3.0,9.2,1011.5,-4.8,0.0,1.4,SW
32556,32557,2016,11,16,12,97.0,150.0,29.5,84.0,2150.0,4.0,10.4,1010.7,-4.8,0.0,1.1,SW
32558,32559,2016,11,16,14,102.0,152.0,29.5,89.0,2150.0,5.0,12.0,1010.0,-4.6,0.0,1.6,SSE
32559,32560,2016,11,16,15,97.0,146.0,29.5,87.0,1900.0,9.0,11.9,1010.2,-3.5,0.0,1.2,SE
32560,32561,2016,11,16,16,98.0,140.0,27.0,90.0,1800.0,8.0,11.3,1010.4,-3.6,0.0,1.1,S
32561,32562,2016,11,16,17,101.0,136.0,15.0,92.0,1800.0,6.0,9.3,1011.0,-2.3,0.0,0.9,S
32562,32563,2016,11,16,18,102.0,137.0,8.0,101.0,2150.0,2.0,7.2,1011.7,-2.0,0.0,2.3,N
32564,32565,2016,11,16,20,124.0,166.0,12.0,93.0,2150.0,2.0,5.6,1013.4,-3.2,0.0,1.6,N
32565,32566,2016,11,16,21,122.0,153.0,14.0,88.0,2150.0,2.0,4.7,1014.0,-3.1,0.0,1.5,NNW
32566,32567,2016,11,16,22,116.0,146.0,12.0,88.0,2150.0,2.0,3.9,1014.5,-3.2,0.0,1.0,NW
32567,32568,2016,11,16,23,108.0,138.0,11.0,89.0,2150.0,2.0,4.1,1014.6,-3.2,0.0,1.3,NNW
32570,32571,2016,11,17,2,116.0,127.0,19.0,41.0,1900.0,2.0,1.9,1015.9,-2.4,0.0,0.4,NW
32571,32572,2016,11,17,3,113.0,132.0,4.0,36.0,2150.0,2.0,2.6,1016.4,-1.9,0.0,1.5,NNW
32572,32573,2016,11,17,4,101.0,125.0,6.0,51.0,1500.0,2.0,3.6,1015.9,-1.0,0.0,0.7,NNW
32573,32574,2016,11,17,5,108.0,118.0,5.0,71.0,1900.0,2.0,4.9,1015.7,-0.3,0.0,0.3,SSW
32576,32577,2016,11,17,8,100.0,134.0,14.0,72.0,2150.0,2.0,5.9,1016.4,0.8,0.0,1.1,NNW
32578,32579,2016,11,17,10,110.0,143.0,18.0,73.0,2150.0,2.0,7.1,1016.2,1.4,0.0,1.1,SSW
32579,32580,2016,11,17,11,111.0,161.0,18.0,76.0,2150.0,2.0,7.2,1015.9,1.1,0.0,1.1,WSW
32580,32581,2016,11,17,12,110.0,149.0,20.0,78.0,2150.0,2.0,7.9,1015.0,1.3,0.0,1.1,ESE
32581,32582,2016,11,17,13,115.0,163.0,21.0,86.0,2150.0,3.0,8.2,1013.9,0.9,0.0,2.1,ESE
32582,32583,2016,11,17,14,102.0,153.0,25.0,73.0,2100.0,9.0,8.8,1013.0,0.2,0.0,1.9,SE
32583,32584,2016,11,17,15,95.0,142.0,21.0,69.0,2000.0,9.0,7.8,1012.5,0.3,0.0,2.4,ESE
32584,32585,2016,11,17,16,99.0,129.0,20.0,68.0,2150.0,7.0,7.1,1012.3,-0.4,0.0,1.5,SE
32620,32621,2016,11,19,4,163.5,215.5,6.0,58.0,2150.0,2.0,6.9,1004.8,3.0,0.0,1.8,NNE
32621,32622,2016,11,19,5,163.5,167.0,7.0,63.0,1700.0,2.0,8.4,1005.9,2.0,0.0,2.7,ENE
32622,32623,2016,11,19,6,152.0,152.0,13.0,68.0,2150.0,2.0,7.6,1006.9,1.4,0.0,1.6,NNW
32623,32624,2016,11,19,7,113.0,113.0,14.0,61.0,2000.0,2.0,8.1,1007.8,-2.3,0.0,2.0,N
32624,32625,2016,11,19,8,62.0,62.0,11.0,47.0,1200.0,8.0,8.0,1008.9,-4.2,0.0,1.5,N
32625,32626,2016,11,19,9,27.0,42.0,11.0,40.0,900.0,20.0,9.7,1009.4,-4.3,0.0,3.75,NW
32626,32627,2016,11,19,10,38.0,71.0,11.0,36.0,900.0,27.0,10.5,1009.6,-5.1,0.0,3.4,N
32628,32629,2016,11,19,12,29.0,35.0,6.0,19.0,400.0,42.0,13.8,1008.9,-4.9,0.0,1.7,ESE
32629,32630,2016,11,19,13,26.0,33.0,5.0,20.0,400.0,44.0,16.0,1008.4,-9.1,0.0,2.8,WNW
32632,32633,2016,11,19,16,20.0,86.0,2.0,27.0,300.0,55.0,15.2,1008.9,-11.3,0.0,1.7,WNW
32633,32634,2016,11,19,17,41.0,108.0,4.0,34.0,600.0,45.0,11.9,1009.9,-3.5,0.0,3.3,ESE
32634,32635,2016,11,19,18,47.0,77.0,7.0,46.0,700.0,33.0,11.1,1010.9,-3.4,0.0,1.8,E
32635,32636,2016,11,19,19,43.0,70.0,8.0,52.0,700.0,24.0,10.5,1011.9,-4.0,0.0,1.1,NNE
32636,32637,2016,11,19,20,51.0,70.0,5.0,36.0,900.0,32.0,9.2,1012.7,-3.7,0.0,1.5,E
32637,32638,2016,11,19,21,110.0,193.0,4.0,68.0,1900.0,3.0,8.1,1014.0,5.6,0.0,3.5,E
32638,32639,2016,11,19,22,158.0,182.0,5.0,72.0,2100.0,2.0,8.4,1015.1,5.9,0.0,2.3,E
32639,32640,2016,11,19,23,153.0,162.0,5.0,67.0,2000.0,2.0,8.0,1015.5,2.9,0.0,1.1,NNE
32640,32641,2016,11,20,0,133.0,141.0,5.0,58.0,1800.0,2.0,7.8,1015.9,5.3,0.0,2.4,ESE
32641,32642,2016,11,20,1,128.0,135.0,4.0,55.0,1800.0,2.0,7.5,1015.7,5.1,0.0,2.5,E
32642,32643,2016,11,20,2,121.0,123.0,4.0,51.0,1600.0,2.0,6.7,1015.8,4.2,0.0,3.4,ESE
32647,32648,2016,11,20,7,54.0,54.0,2.0,31.0,1000.0,8.0,3.5,1016.7,2.6,0.0,2.8,ESE
32667,32668,2016,11,21,3,14.0,14.0,2.0,4.0,300.0,29.0,0.7,1016.4,-1.5,0.0,1.6,NNE
32670,32671,2016,11,21,6,3.0,6.0,2.0,11.0,300.0,52.0,0.0,1019.2,-5.0,0.0,2.3,NNW
32673,32674,2016,11,21,9,16.0,24.0,2.0,15.0,500.0,48.0,-1.9,1022.8,-8.2,0.0,3.75,NNW
32674,32675,2016,11,21,10,21.0,21.0,2.0,18.0,500.0,43.0,-1.3,1023.2,-8.3,0.0,3.3,NNW
32682,32683,2016,11,21,18,15.0,38.0,3.0,28.0,500.0,39.0,-3.4,1027.0,-17.0,0.0,3.3,NW
32683,32684,2016,11,21,19,20.0,28.0,5.0,30.0,500.0,41.0,-3.6,1027.7,-16.5,0.0,2.3,NW
32684,32685,2016,11,21,20,15.0,29.0,4.0,27.0,500.0,42.0,-3.8,1028.7,-17.1,0.0,3.5,NW
32685,32686,2016,11,21,21,10.0,25.0,4.0,20.0,500.0,47.0,-4.2,1029.3,-17.8,0.0,2.9,NW
32686,32687,2016,11,21,22,6.0,20.0,3.0,14.0,500.0,50.0,-4.8,1029.8,-18.6,0.0,3.5,NW
32687,32688,2016,11,21,23,12.0,23.0,3.0,11.0,500.0,51.0,-5.2,1030.5,-19.4,0.0,3.75,NW
32688,32689,2016,11,22,0,5.0,20.0,2.0,8.0,600.0,53.0,-5.8,1030.5,-18.8,0.0,2.5,NW
